cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	distinct_om_types	distinct_titles	distinct_time_frames	distinct_constructs	distinct_criteria	distinct_criteria_versions	distinct_population_descriptions	distinct_param_types	distinct_units	distinct_denominator_values	distinct_denominator_states	n_usable_for_proportion	duplicate_encoding_candidate	unresolved_states	selection_status	resolution_note
NCT04623775||part 2: treatment d	NCT04623775	part 2: treatment d	2	NCT04623775#om1#OG001|NCT04623775#om6#OG001	1|6	PRIMARY|SECONDARY	2	1	1	1	1	1	1	1	151	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04627064||abemaciclib and mk-6482-arm 2	NCT04627064	abemaciclib and mk-6482-arm 2	2	NCT04627064#om1#OG000|NCT04627064#om7#OG000	1|7	PRIMARY|SECONDARY	2	2	2	1	1	1	1	1	0	REPORTED_ZERO	0	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04627064||abemaciclib-arm 1	NCT04627064	abemaciclib-arm 1	2	NCT04627064#om0#OG000|NCT04627064#om4#OG000	0|4	PRIMARY|SECONDARY	2	2	2	1	1	2	2	2	11|0	PRESENT|REPORTED_ZERO	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04628780||pf-07209960 1 mg sc	NCT04628780	pf-07209960 1 mg sc	1	NCT04628780#om10#OG000	10	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04628780||pf-07209960 10 mg sc	NCT04628780	pf-07209960 10 mg sc	1	NCT04628780#om10#OG002	10	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04628780||pf-07209960 15 mg sc	NCT04628780	pf-07209960 15 mg sc	1	NCT04628780#om10#OG003	10	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04628780||pf-07209960 20 mg sc	NCT04628780	pf-07209960 20 mg sc	1	NCT04628780#om10#OG004	10	SECONDARY	1	1	1	1	1	1	1	1	11	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04628780||pf-07209960 3 mg sc	NCT04628780	pf-07209960 3 mg sc	1	NCT04628780#om10#OG001	10	SECONDARY	1	1	1	1	1	1	1	1	4	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04628780||pf-07209960 30 mg sc	NCT04628780	pf-07209960 30 mg sc	1	NCT04628780#om10#OG005	10	SECONDARY	1	1	1	1	1	1	1	1	5	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04629339||melanoma 400 mg bid	NCT04629339	melanoma 400 mg bid	2	NCT04629339#om0#OG003|NCT04629339#om1#OG003	0|1	PRIMARY|SECONDARY	2	1	2	1	1	2	1	1	7	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04629339||melanoma 400 mg bid intermittent dose	NCT04629339	melanoma 400 mg bid intermittent dose	2	NCT04629339#om0#OG004|NCT04629339#om1#OG004	0|1	PRIMARY|SECONDARY	2	1	2	1	1	2	1	1	1	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04629339||nsclc 400 mg bid	NCT04629339	nsclc 400 mg bid	2	NCT04629339#om0#OG000|NCT04629339#om1#OG000	0|1	PRIMARY|SECONDARY	2	1	2	1	1	2	1	1	1	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04629339||rcc 400 mg bid	NCT04629339	rcc 400 mg bid	2	NCT04629339#om0#OG002|NCT04629339#om1#OG002	0|1	PRIMARY|SECONDARY	2	1	2	1	1	2	1	1	6	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04629339||uc 400 mg bid	NCT04629339	uc 400 mg bid	2	NCT04629339#om0#OG001|NCT04629339#om1#OG001	0|1	PRIMARY|SECONDARY	2	1	2	1	1	2	1	1	1	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632459||pembrolizumab plus ramucirumab	NCT04632459	pembrolizumab plus ramucirumab	1	NCT04632459#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	26	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm b: inavolisib (gdc-0077)	NCT04632992	arm b: inavolisib (gdc-0077)	1	NCT04632992#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	26	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm c: alectinib	NCT04632992	arm c: alectinib	1	NCT04632992#om0#OG001	0	PRIMARY	1	1	1	1	1	1	1	1	5	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm d: ipatasertib	NCT04632992	arm d: ipatasertib	1	NCT04632992#om0#OG002	0	PRIMARY	1	1	1	1	1	1	1	1	26	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm e: atezolizumab + chemotherapy	NCT04632992	arm e: atezolizumab + chemotherapy	1	NCT04632992#om0#OG003	0	PRIMARY	1	1	1	1	1	1	1	1	25	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm f: trastuzumab emtansine + atezolizumab	NCT04632992	arm f: trastuzumab emtansine + atezolizumab	1	NCT04632992#om0#OG004	0	PRIMARY	1	1	1	1	1	1	1	1	25	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm g: ph fdc sc	NCT04632992	arm g: ph fdc sc	1	NCT04632992#om0#OG005	0	PRIMARY	1	1	1	1	1	1	1	1	13	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm h: ph fdc sc + chemotherapy	NCT04632992	arm h: ph fdc sc + chemotherapy	1	NCT04632992#om0#OG006	0	PRIMARY	1	1	1	1	1	1	1	1	8	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm i: trastuzumab emtansine + tucatinib	NCT04632992	arm i: trastuzumab emtansine + tucatinib	1	NCT04632992#om0#OG007	0	PRIMARY	1	1	1	1	1	1	1	1	23	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm j: trastuzumab emtansine + atezolizumab	NCT04632992	arm j: trastuzumab emtansine + atezolizumab	1	NCT04632992#om0#OG008	0	PRIMARY	1	1	1	1	1	1	1	1	19	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm k: ipatasertib + atezolizumab	NCT04632992	arm k: ipatasertib + atezolizumab	1	NCT04632992#om0#OG009	0	PRIMARY	1	1	1	1	1	1	1	1	28	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm l: ipatasertib + atezolizumab	NCT04632992	arm l: ipatasertib + atezolizumab	1	NCT04632992#om0#OG010	0	PRIMARY	1	1	1	1	1	1	1	1	25	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm m: ipatasertib + paclitaxel	NCT04632992	arm m: ipatasertib + paclitaxel	1	NCT04632992#om0#OG011	0	PRIMARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm n: atezolizumab + tiragolumab	NCT04632992	arm n: atezolizumab + tiragolumab	1	NCT04632992#om0#OG012	0	PRIMARY	1	1	1	1	1	1	1	1	23	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04632992||arm o: pralsetinib	NCT04632992	arm o: pralsetinib	1	NCT04632992#om0#OG013	0	PRIMARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04633278||cmp-001 it + pembrolizumab - schedule a	NCT04633278	cmp-001 it + pembrolizumab - schedule a	4	NCT04633278#om0#OG000|NCT04633278#om6#OG000|NCT04633278#om8#OG000|NCT04633278#om9#OG000	0|6|8|9	PRIMARY|SECONDARY	4	1	2	2	2	3	1	1	17|10	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04633278||cmp-001 it + pembrolizumab - schedule b	NCT04633278	cmp-001 it + pembrolizumab - schedule b	4	NCT04633278#om0#OG001|NCT04633278#om6#OG001|NCT04633278#om8#OG001|NCT04633278#om9#OG001	0|6|8|9	PRIMARY|SECONDARY	4	1	2	2	2	3	1	1	7|6	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04634825||retifanlimab cohort	NCT04634825	retifanlimab cohort	2	NCT04634825#om0#OG000|NCT04634825#om7#OG000	0|7	PRIMARY|SECONDARY	2	2	2	1	1	1	1	1	48	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04634825||tebotelimab cohort	NCT04634825	tebotelimab cohort	2	NCT04634825#om2#OG000|NCT04634825#om7#OG001	2|7	PRIMARY|SECONDARY	2	2	2	1	1	1	1	1	14	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04639245||treatment (fh-magic tcr-t cells, atezolizumab)	NCT04639245	treatment (fh-magic tcr-t cells, atezolizumab)	2	NCT04639245#om1#OG000|NCT04639245#om6#OG000	1|6	PRIMARY|SECONDARY	2	1	2	1	1	1	1	1	1	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04646005||isa 101b + cemiplimab 350 mg q3w	NCT04646005	isa 101b + cemiplimab 350 mg q3w	1	NCT04646005#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	113	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04647526||randomization phase: [lu-177]-pnt2002 (arm a)	NCT04647526	randomization phase: [lu-177]-pnt2002 (arm a)	2	NCT04647526#om1#OG000|NCT04647526#om3#OG000	1|3	SECONDARY	2	2	2	2	2	2	1	1	97|276	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04647526||randomization phase: abiraterone or enzalutamide (arm b)	NCT04647526	randomization phase: abiraterone or enzalutamide (arm b)	2	NCT04647526#om1#OG001|NCT04647526#om3#OG001	1|3	SECONDARY	2	2	2	2	2	2	1	1	50|136	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04649060||arm a (melflufen+dexamethasone+daratumumab)	NCT04649060	arm a (melflufen+dexamethasone+daratumumab)	2	NCT04649060#om1#OG000|NCT04649060#om4#OG000	1|4	SECONDARY	2	1	2	1	1	1	1	1	27	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04649060||arm b (daratumumab)	NCT04649060	arm b (daratumumab)	2	NCT04649060#om1#OG001|NCT04649060#om4#OG001	1|4	SECONDARY	2	1	2	1	1	1	1	1	27	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04649359||cohort a	NCT04649359	cohort a	3	NCT04649359#om0#OG000|NCT04649359#om1#OG000|NCT04649359#om2#OG000	0|1|2	PRIMARY|SECONDARY	3	1	1	1	1	3	1	1	123|39|84	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04649359||cohort b	NCT04649359	cohort b	1	NCT04649359#om0#OG001	0	PRIMARY	1	1	1	1	1	1	1	1	64	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04655976||cobolimab + dostarlimab + docetaxel (arm a)	NCT04655976	cobolimab + dostarlimab + docetaxel (arm a)	1	NCT04655976#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	305	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04655976||docetaxel (arm c)	NCT04655976	docetaxel (arm c)	1	NCT04655976#om3#OG002	3	SECONDARY	1	1	1	1	1	1	1	1	152	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04655976||dostarlimab + docetaxel (arm b)	NCT04655976	dostarlimab + docetaxel (arm b)	1	NCT04655976#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	301	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04656652||docetaxel 75 mg/m^2	NCT04656652	docetaxel 75 mg/m^2	1	NCT04656652#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	305	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04656652||ds-1062a 6.0 mg/kg	NCT04656652	ds-1062a 6.0 mg/kg	1	NCT04656652#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	299	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04659044||treatment (rituximab, polatuzumab vedotin, venetoclax)	NCT04659044	treatment (rituximab, polatuzumab vedotin, venetoclax)	2	NCT04659044#om1#OG000|NCT04659044#om2#OG000	1|2	SECONDARY	2	2	2	2	1	2	2	2	2|0	PRESENT|REPORTED_ZERO	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04665765||treatment (polar-ice)	NCT04665765	treatment (polar-ice)	1	NCT04665765#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	38	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04665843||pbo + atezo	NCT04665843	pbo + atezo	1	NCT04665843#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	39	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04665843||tira + atezo	NCT04665843	tira + atezo	1	NCT04665843#om0#OG001	0	PRIMARY	1	1	1	1	1	1	1	1	80	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04665856||placebo + atezolizumab + carboplatin + etoposide	NCT04665856	placebo + atezolizumab + carboplatin + etoposide	2	NCT04665856#om4#OG000|NCT04665856#om5#OG000	4|5	SECONDARY	2	1	2	1	1	2	1	1	56|62	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04665856||tiragolumab + atezolizumab + carboplatin + etoposide	NCT04665856	tiragolumab + atezolizumab + carboplatin + etoposide	2	NCT04665856#om4#OG001|NCT04665856#om5#OG001	4|5	SECONDARY	2	1	2	1	1	2	1	1	54|61	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
