component	component_grain	component_record_key	integration_row_key	disposition	reason
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om8#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om8#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om8#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om8#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om8#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om8#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om8#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02624986#om9#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02202746#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02202746#om1#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02202746#om1#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02202746#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02202746#om3#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02202746#om3#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03057366#om14#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03057366#om14#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om1#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om2#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om2#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03330405#om2#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02713529#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02713529#om4#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02713529#om4#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02713529#om4#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02713529#om4#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02713529#om4#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03203473#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03203473#om5#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03250273#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03250273#om0#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02252172#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02252172#om5#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02252172#om16#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02252172#om16#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02520141#om2#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02520141#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03213691#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02576509#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02576509#om1#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02576509#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02576509#om4#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
