nct	group_norm	n_competing_at_step_f	competing_om_indices	selected_om_index_by_rule_f	classification	basis_tier	distinguishing_fields	would_change_selection	would_change_to_om	competing_measure_metadata	source_payload
NCT01491672	all participants	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	4	om3:Clinical Benefit Rate (CBR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants || om4:Objective Response Rate (ORR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01491672	other prior vascular endothelial growth factor (vegf)	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	4	om3:Clinical Benefit Rate (CBR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants || om4:Objective Response Rate (ORR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01491672	prior cytokines	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	4	om3:Clinical Benefit Rate (CBR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants || om4:Objective Response Rate (ORR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01491672	prior sunitinib	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	4	om3:Clinical Benefit Rate (CBR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants || om4:Objective Response Rate (ORR) | tf=20 months | pop=The FAS was used. It included all enrolled pa | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01512745	apatinib	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	3	om2:Disease Control Rate(DCR) | tf=30 months | pop= | NUMBER/percentage of participant || om3:Objective Response Rate(ORR) | tf=30 months | pop= | NUMBER/percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01512745	placebo	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	3	om2:Disease Control Rate(DCR) | tf=30 months | pop= | NUMBER/percentage of participant || om3:Objective Response Rate(ORR) | tf=30 months | pop= | NUMBER/percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01515189	ipilimumab (10 mg/kg)	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om2:Best Overall Response Rate (BORR) by mWHO Criteria | tf=From date of randomization until 540 death ev | pop=All randomized participants | NUMBER/percentage of participant || om3:Disease Control Rate (DCR) by mWHO Criteria | tf=From date of randomization until 540 death ev | pop=All randomized participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01515189	ipilimumab (3 mg/kg)	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om2:Best Overall Response Rate (BORR) by mWHO Criteria | tf=From date of randomization until 540 death ev | pop=All randomized participants | NUMBER/percentage of participant || om3:Disease Control Rate (DCR) by mWHO Criteria | tf=From date of randomization until 540 death ev | pop=All randomized participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01519323	vemurafenib	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om3:Best Overall Response Rate (BORR) | tf=Up to 2 years | pop=Intent to treat population included all parti | NUMBER/percentage of participant || om4:Clinical Benefit Rate (CBR) | tf=Up to 2 years | pop=Intent to treat population included all parti | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01524783	everolimus + bsc	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) as Per Modified RECIST 1.0 According to Central Eval | tf=From randomization until end of treatment, as | pop=The full analysis set (FAS) consists of all r | NUMBER/Percentage of participant || om3:Disease Control Rate (DCR) Based on Modified RECIST 1.0 and as Per Central Radio | tf=From randomization until end of treatment, as | pop=The full analysis set (FAS) consists of all r | NUMBER/Percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01524783	placebo + bsc	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) as Per Modified RECIST 1.0 According to Central Eval | tf=From randomization until end of treatment, as | pop=The full analysis set (FAS) consists of all r | NUMBER/Percentage of participant || om3:Disease Control Rate (DCR) Based on Modified RECIST 1.0 and as Per Central Radio | tf=From randomization until end of treatment, as | pop=The full analysis set (FAS) consists of all r | NUMBER/Percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01539824	overall study population	2	2|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om2:Objective Response Rate | tf=12, 24, 36 and 48 weeks | pop=All enrolled patients who were still in follo | COUNT_OF_PARTICIPANTS/Participants || om5:Overall Response Rate | tf=12, 24, 36 and 48 weeks. | pop= | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01544179	gefitinib	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om4:Objective Response Rate (ORR) (Site Read Data) | tf=Radiologic evaluations were carried out every | pop=Full analysis set | NUMBER/Percentage of Participant || om5:Disease Control Rate (DCR) | tf=Radiologic evaluations were carried out every | pop=Full analysis set | NUMBER/Percentage of Participant	ctg_placebo_onc_2010_2013.txt
NCT01544179	placebo	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om4:Objective Response Rate (ORR) (Site Read Data) | tf=Radiologic evaluations were carried out every | pop=Full analysis set | NUMBER/Percentage of Participant || om5:Disease Control Rate (DCR) | tf=Radiologic evaluations were carried out every | pop=Full analysis set | NUMBER/Percentage of Participant	ctg_placebo_onc_2010_2013.txt
NCT01546038	phase 1b: glasdegib + cytarabine/dauno (biomarker, responder)	2	37|38	37	BASIS_EXISTS	B_TIMEFRAME	timeFrame;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om37:Baseline Levels of Serum Circulating Protein Analytes Associated With Best Overa | tf=Baseline (Cycle 1/Day 1 pre-dose for Glasdegi | pop=PD analysis set: all enrolled participants in | MEDIAN/pg/mL || om38:Post-baseline Levels of Serum Circulating Protein Analytes Associated With Best  | tf=Induction Cycle 1/Lead-in, 1 Hour Post dose | pop=PD analysis set: all enrolled participants in | MEDIAN/ng/mL	ctg_results_bor_2010_2013.txt
NCT01546038	phase 1b: glasdegib+cytarabine/dauno(biomarker,non-responder)	3	37|38|39	37	BASIS_EXISTS	B_TIMEFRAME	timeFrame;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om37:Baseline Levels of Serum Circulating Protein Analytes Associated With Best Overa | tf=Baseline (Cycle 1/Day 1 pre-dose for Glasdegi | pop=PD analysis set: all enrolled participants in | MEDIAN/pg/mL || om38:Post-baseline Levels of Serum Circulating Protein Analytes Associated With Best  | tf=Induction Cycle 1/Lead-in, 1 Hour Post dose | pop=PD analysis set: all enrolled participants in | MEDIAN/ng/mL || om39:Post-baseline Levels of Serum Circulating Protein Analytes Associated With Best  | tf=Induction Cycle 1/Day 3, 1 Hour Post dose | pop=PD analysis set: all enrolled participants in | MEDIAN/pg/mL	ctg_results_bor_2010_2013.txt
NCT01546038	phase 2 unfit: glasdegib 100 mg + ldac (biomarker, responder)	2	59|61	59	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om59:Baseline mRNA Levels Associated With Best Overall Response at Phase 2 Unfit | tf=Baseline (Cycle 1/Day 1 pre-dose) | pop=PD analysis set:all enrolled participants in  | MEDIAN/Normalized expression uni || om61:Ratios of mRNA Levels Associated With Best Overall Response at Phase 2 Unfit | tf=Baseline (Cycle 1/Day 1 pre-dose); Cycle 1/Da | pop=PD analysis set: all enrolled participants in | MEDIAN/ratio	ctg_results_bor_2010_2013.txt
NCT01546038	phase 2 unfit: glasdegib 100 mg+ldac(biomarker, non-responder)	2	59|61	59	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om59:Baseline mRNA Levels Associated With Best Overall Response at Phase 2 Unfit | tf=Baseline (Cycle 1/Day 1 pre-dose) | pop=PD analysis set:all enrolled participants in  | MEDIAN/Normalized expression uni || om61:Ratios of mRNA Levels Associated With Best Overall Response at Phase 2 Unfit | tf=Baseline (Cycle 1/Day 1 pre-dose); Cycle 1/Da | pop=PD analysis set: all enrolled participants in | MEDIAN/ratio	ctg_results_bor_2010_2013.txt
NCT01572038	pertuzumab + trastuzumab + taxane	2	45|49	45	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria	no (smallest index already the ORR-concept measure)		om45:Overall Response Rate (Complete Response or Partial Response) Based on Best Over | tf=Assessed every 3 cycles (1 cycle is 3 weeks)  | pop=Only participants with measurable disease at  | NUMBER/Percentage of participant || om49:Clinical Benefit Rate (CR or PR, or SD for at Least 6 Months) Based on Best Over | tf=Assessed every 3 cycles (1 cycle is 3 weeks)  | pop=Only participants with measurable disease at  | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01572727	bkm120 and paclitaxel	2	2|5	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (Phase ll) | tf=every 8 weeks after randomization Up to 3 mon | pop=FAS per Expert Report: All pts randomized to  | NUMBER/Percentage of participant || om5:Clinical Benefit Rate (CBR) (Phase ll) | tf=every 8 weeks after randomization Up to 3 mon | pop=FAS per Expert Report: All pts randomized to  | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01572727	placebo and paclitaxel	2	2|5	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (Phase ll) | tf=every 8 weeks after randomization Up to 3 mon | pop=FAS per Expert Report: All pts randomized to  | NUMBER/Percentage of participant || om5:Clinical Benefit Rate (CBR) (Phase ll) | tf=every 8 weeks after randomization Up to 3 mon | pop=FAS per Expert Report: All pts randomized to  | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01589302	treatment (ibrutinib)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response Rate Using the Revised International Workshop on Chronic L | tf=up to 2 years | pop=There are 2 different cohorts Del (17p) and N | NUMBER/percentage of patients || om2:Number of Patients With 6 Month ORR of Single Agent Ibrutinib in Relapsed and Re | tf=Up to 6 months | pop=There are 2 different cohorts Del (17p) and N | NUMBER/patients	ctg_results_bor_2010_2013.txt
NCT01597388	170 mg bid intermittent days 1 and 2 (fasted)	2	28|31	28	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om28:Objective Response Rate | tf=Up to 12 months | pop=The population consisted of all patients rece | NUMBER/Participants || om31:Clinical Benefit Rate (CBR) at 24 Weeks | tf=Up to 12 months | pop=The "tumour assessment" analysis set consiste | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01602224	100 mg tabalumab+dexamethasone+bortezomib	2	11|13	11	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om11:Participants With Best Overall Response (BOR) in Each Category | tf=Baseline to Objective Disease Progression or  | pop=All randomized participants. | COUNT_OF_PARTICIPANTS/Participants || om13:Overall Response Rate (ORR) | tf=Baseline to Objective Disease Progression or  | pop=All randomized participants who had a partial | NUMBER/percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01602224	300 mg tabalumab+dexamethasone+bortezomib	2	11|13	11	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om11:Participants With Best Overall Response (BOR) in Each Category | tf=Baseline to Objective Disease Progression or  | pop=All randomized participants. | COUNT_OF_PARTICIPANTS/Participants || om13:Overall Response Rate (ORR) | tf=Baseline to Objective Disease Progression or  | pop=All randomized participants who had a partial | NUMBER/percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01602224	placebo comparator: placebo + dexamethasone + bortezomib	2	11|13	11	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om11:Participants With Best Overall Response (BOR) in Each Category | tf=Baseline to Objective Disease Progression or  | pop=All randomized participants. | COUNT_OF_PARTICIPANTS/Participants || om13:Overall Response Rate (ORR) | tf=Baseline to Objective Disease Progression or  | pop=All randomized participants who had a partial | NUMBER/percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01602315	arm 1 - byl719+cetuximab (randomized)	2	8|10	8	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om8:Phase II: Randomized Best Overall Response as Per RECIST v1.1 | tf=approximately 6 months | pop=Full Analysis Set (FAS) consisted of all pati | NUMBER/Participants || om10:Phase II: Randomized Overall Response Rate (ORR) and Disease Control Rate (DCR)  | tf=approximately 6 months | pop=Full Analysis Set (FAS) consisted of all pati | NUMBER/Percentages	ctg_results_bor_2010_2013.txt
NCT01602315	arm 2 - monotherapy cetuximab (randomized)	2	8|10	8	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om8:Phase II: Randomized Best Overall Response as Per RECIST v1.1 | tf=approximately 6 months | pop=Full Analysis Set (FAS) consisted of all pati | NUMBER/Participants || om10:Phase II: Randomized Overall Response Rate (ORR) and Disease Control Rate (DCR)  | tf=approximately 6 months | pop=Full Analysis Set (FAS) consisted of all pati | NUMBER/Percentages	ctg_results_bor_2010_2013.txt
NCT01602315	arm 3 - byl719+cetuximab	2	9|11	9	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om9:Phase II: Non-Randomized Best Overall Response as Per RECIST v1.1 | tf=approximately 6 months | pop=Full Analysis Set (FAS) consisted of all pati | NUMBER/Participants || om11:Phase II: Non-Randomized Overall Response Rate (ORR) and Disease Control Rate (D | tf=approximately 6 months | pop=Full Analysis Set (FAS) consisted of all pati | NUMBER/Percentages	ctg_results_bor_2010_2013.txt
