peak	hg18_coords	classification	gene_id	gene_symbol	peak_exon_gene_symbol	differentially_expressed_cancer_type
37716	chr7:45086762-45086890_-	coding	NM_001146334	NACAD	NACAD	ESS_
37717	chr7:45106224-45106526_-	coding	NM_030900	TBRG4	TBRG4	Colon_
37720	chr7:45729912-45730071_-	Bartel	NR_024271	SEPT7P2	SEPT7P2	
37721	chr7:45918450-45919423_-	coding	NM_001013398	IGFBP3	IGFBP3	Bladder_Skin_MLS_
37722	chr7:45919567-45919845_-	coding	NM_001013398	IGFBP3	IGFBP3	Skin_
37724	chr7:47281413-47281462_-	coding	NM_022748	TNS3	TNS3	
37726	chr7:47283386-47283694_-	coding	NM_022748	TNS3	TNS3	
37727	chr7:47346779-47346939_-	intron	NM_022748	TNS3		NPC_
37728	chr7:47419471-47419522_-	intron	NM_022748	TNS3		
37729	chr7:47452876-47452916_-	intron	NM_022748	TNS3		NPC_
37730	chr7:47477075-47477311_-	intron	NM_022748	TNS3		
37731	chr7:47576950-47577217_-	intron	uc003tnw.1	TNS3		NPC_
37732	chr7:47961442-47961796_-	all_mrna	AK001279			
37733	chr7:47969406-47969633_-	coding	uc003tod.1	HUS1	HUS1	NPC_
37734	chr7:47971221-47971523_-	coding	NM_004507	HUS1	HUS1	
37736	chr7:50472514-50472620_-	novel_intergenic				
37737	chr7:50479319-50479467_-	coding	NM_022116	FIGNL1	FIGNL1	NPC_
37738	chr7:50493626-50493767_-	coding	NM_000790	DDC	DDC	Colon_
37739	chr7:50625250-50625496_-	coding	NM_005311	GRB10	GRB10	Bladder_
37740	chr7:50627758-50628013_-	coding	NM_005311	GRB10	GRB10	
37741	chr7:50629176-50629408_-	intron	NM_005311	GRB10		
37742	chr7:50646177-50646427_-	all_mrna	AK021643	GRB10	GRB10	
37744	chr7:51051404-51051846_-	coding	NM_015198	COBL	COBL	
37747	chr7:54787406-54787601_-	coding	NM_014302	SEC61G	SEC61G	HN_
37748	chr7:54794342-54794396_-	coding	NM_014302	SEC61G	SEC61G	
37756	chr7:55242722-55243303_-	intron				
37759	chr7:55400444-55400588_-	promoter				
37761	chr7:55465778-55465976_-	intron				
37764	chr7:55488745-55488824_-	all_mrna	AK098425			
37765	chr7:55517811-55517925_-	intron	NM_030796	VOPP1		NPC_
37766	chr7:55545845-55545990_-	intron	NM_030796	VOPP1		
37769	chr7:56046244-56046322_-	coding	NM_004577	PSPH	PSPH	
37770	chr7:56046343-56046422_-	coding	NM_004577	PSPH	PSPH	
37774	chr7:56133790-56133827_-	intron	uc003trj.1	PSPH		NPC_
37776	chr7:56137255-56137393_-	intron	NM_016139	CHCHD2		
37778	chr7:61606762-61606798_-	novel_intergenic				
37779	chr7:63617708-63617763_-	coding	NM_178558	ZNF680	ZNF680	
37780	chr7:63986355-63986569_-	Gencode_lnc	BC063653			
37781	chr7:64072333-64072511_-	coding	NM_015852	ZNF117	ZNF117	
37782	chr7:64072543-64072680_-	coding	NM_015852	ZNF117	ZNF117	
37784	chr7:64103917-64104108_-	all_mrna	CR615024			
37785	chr7:65063101-65063461_-	coding	NM_000181	GUSB	GUSB	
37786	chr7:65458815-65459019_-	intron				
37787	chr7:65478476-65478807_-	coding	NR_026873	NCRNA00174	NCRNA00174	NPC_
37788	chr7:65628606-65628699_-	all_mrna	BC029469			
37789	chr7:65630446-65630583_-	intron	BC029469			
37790	chr7:65669907-65670002_-	intron	NR_002933	LOC493754		NPC_
37792	chr7:65755872-65756013_-	intron				
37793	chr7:65781155-65781353_-	intron				EWS_
37794	chr7:65783863-65783899_-	intron				
37805	chr7:71118436-71118467_-	intron	NM_031468	CALN1		
37806	chr7:71283644-71283728_-	intron	NM_031468	CALN1		
37807	chr7:71852930-71852975_-	intron	NM_001145441	TYW1B		
37808	chr7:72056816-72056899_-	coding	NR_033323	NSUN5P2	NSUN5P2	
37809	chr7:72056920-72056949_-	coding	NR_033323	NSUN5P2	NSUN5P2	
37810	chr7:72056970-72057001_-	coding	NR_033323	NSUN5P2	NSUN5P2	
37811	chr7:72492925-72493017_-	coding	NM_032408	BAZ1B	BAZ1B	
37812	chr7:72515587-72515655_-	intron	NM_032408	BAZ1B		NPC_
37813	chr7:72529189-72529543_-	coding	NM_032408	BAZ1B	BAZ1B	Bladder_
37814	chr7:72588620-72589128_-	coding	NM_001707	BCL7B	BCL7B	Bladder_NPC_
37815	chr7:72621208-72621335_-	coding	NM_012453	TBL2	TBL2	
37816	chr7:72621926-72622218_-	coding	NM_012453	TBL2	TBL2	
37817	chr7:72622663-72622866_-	coding	NM_012453	TBL2	TBL2	
37818	chr7:72645454-72645501_-	coding	NM_032952	MLXIPL	MLXIPL	MLS_
37819	chr7:72645528-72646281_-	coding	NM_032952	MLXIPL	MLXIPL	MLS_
37820	chr7:72730574-72730669_-	downstream	AK303989			
37821	chr7:72733820-72733929_-	coding	NM_032317	DNAJC30	DNAJC30	
37822	chr7:72734431-72735191_-	coding	NM_032317	DNAJC30	DNAJC30	
37824	chr7:72751470-72752091_-	coding	NM_001165903	STX1A	STX1A	
37825	chr7:72788359-72788497_-	coding	NM_148912	ABHD11	ABHD11	NPC_
37826	chr7:72788792-72788963_-	coding	NM_148912	ABHD11	ABHD11	NPC_
37827	chr7:72821262-72821590_-	coding	NM_001306	CLDN3	CLDN3	Breast_Colon_Prostate_
37828	chr7:72821615-72822004_-	coding	NM_001306	CLDN3	CLDN3	Prostate_
37829	chr7:72882412-72882584_-	downstream	DQ894655			
37832	chr7:72886814-72887131_-	coding	NM_152559	WBSCR27	WBSCR27	GIST_
37833	chr7:73111234-73111307_-	intron				
37839	chr7:73283763-73283966_-	coding	NM_181471	RFC2	RFC2	GIST_
37842	chr7:75000554-75001385_-	coding	NM_005338	HIP1	HIP1	GIST_
37843	chr7:75069689-75069732_-	intron	NM_005338	HIP1		
37844	chr7:75104813-75105075_-	intron	NM_005338	HIP1		
37845	chr7:75154221-75154321_-	intron	NM_005338	HIP1		
37846	chr7:75200319-75200531_-	intron	NM_005338	HIP1		
37847	chr7:75200691-75201036_-	ref_known_Gencode_nc	AY358103			
37848	chr7:75236821-75236978_-	coding	NM_006072	CCL26	CCL26	
37849	chr7:75278080-75278310_-	downstream	AJ223461	CCL24		NPC_
37852	chr7:75453594-75454524_-	coding	NM_031925	TMEM120A	TMEM120A	MLS_
37853	chr7:75463592-75463834_-	coding	NM_016086	STYXL1	STYXL1	HN_NPC_GIST_
37856	chr7:75538697-75538760_-	ref_known_Gencode_nc				
37862	chr7:75794031-75794431_-	coding	NM_012479	YWHAG	YWHAG	HN_
37863	chr7:75795701-75795926_-	coding	NM_012479	YWHAG	YWHAG	
37864	chr7:75856587-75856831_-	coding	NM_080744	SRCRB4D	SRCRB4D	GIST_
37866	chr7:76660433-76660620_-	downstream	CR626993			GIST_
37868	chr7:76660967-76661368_-	coding	NM_006682	FGL2	FGL2	GIST_
37869	chr7:76663360-76663688_-	coding	NM_006682	FGL2	FGL2	GIST_
37870	chr7:76777994-76778170_-	coding	NM_017439	PION	PION	NPC_
37874	chr7:77145749-77145859_-	intron	uc003ugj.1			NPC_
37875	chr7:77147641-77147793_-	intron	uc003ugj.1			
37876	chr7:77151088-77151364_-	Bartel	uc003ugk.2			
37877	chr7:77260972-77261166_-	coding	NM_032936	TMEM60	TMEM60	HN_
37879	chr7:77484308-77484489_-	coding	NM_012301	MAGI2	MAGI2	MLS_
37880	chr7:77486062-77486211_-	coding	NM_012301	MAGI2	MAGI2	
37884	chr7:78637480-78637520_-	intron	NM_012301	MAGI2		
37885	chr7:78658800-78658889_-	intron	NM_012301	MAGI2		
37886	chr7:78678832-78678944_-	intron	NM_012301	MAGI2		
37887	chr7:78782716-78782828_-	intron	NM_012301	MAGI2		
37890	chr7:79733283-79733422_-	novel_intergenic				NPC_
37891	chr7:79920650-79920881_-	intron				MLS_
37894	chr7:80071631-80071810_-	intron				NPC_MLS_
37898	chr7:80209785-80210034_-	coding	NM_006379	SEMA3C	SEMA3C	GIST_
37899	chr7:80222335-80222436_-	intron	NM_006379	SEMA3C		
37900	chr7:80280348-80280477_-	all_mrna	AK057113			GIST_
37902	chr7:80349682-80349831_-	intron	NM_006379	SEMA3C		
37904	chr7:81166249-81166449_-	all_mrna	X16323	HGF	HGF	
37905	chr7:81413693-81413901_-	all_mrna	uc003uhq.1			NPC_
37906	chr7:81468164-81468279_-	intron	NM_000722	CACNA2D1		NPC_
37909	chr7:81758335-81758398_-	intron	NM_000722	CACNA2D1		NPC_
37910	chr7:81759046-81759129_-	intron	NM_000722	CACNA2D1		NPC_
37915	chr7:83115642-83115867_-	coding	NM_012431	SEMA3E	SEMA3E	NPC_
37916	chr7:83428081-83428227_-	coding	NM_006080	SEMA3A	SEMA3A	
37917	chr7:83451873-83452028_-	intron	NM_006080	SEMA3A		
37920	chr7:84462787-84462973_-	coding	NM_152754	SEMA3D	SEMA3D	
37922	chr7:86347175-86347432_-	coding	NM_001142749	KIAA1324L	KIAA1324L	
37926	chr7:86663359-86663941_-	coding	NM_024315	C7orf23	C7orf23	
37927	chr7:86664957-86665116_-	ref_known_Gencode_nc	NM_024315	C7orf23		NPC_
37928	chr7:86681040-86681255_-	intron	NM_024315	C7orf23		NPC_MLS_
37929	chr7:86808773-86808884_-	Rinn	NR_015381	TP53TG1	TP53TG1	Bladder_GIST_
37930	chr7:86812285-86812722_-	Rinn	NR_015381	TP53TG1	TP53TG1	
37931	chr7:86970260-86970485_-	downstream	CR595422	ABCB1		GIST_
37932	chr7:86971106-86971366_-	coding	NM_000927	ABCB1	ABCB1	GIST_
37933	chr7:87300812-87300921_-	downstream				
37934	chr7:87301750-87302268_-	coding				NPC_
37935	chr7:87332296-87332444_-	intron	NM_018843	SLC25A40		NPC_
37936	chr7:87672355-87672467_-	coding	NM_198901	SRI	SRI	
37937	chr7:87673352-87673743_-	coding	NM_198901	SRI	SRI	Bladder_
37938	chr7:87743600-87744678_-	coding	NM_024636	STEAP4	STEAP4	LungAdeno_Prostate_
37946	chr7:90911467-90911639_-	novel_intergenic				NPC_
37949	chr7:91268369-91268488_-	novel_intergenic				
37951	chr7:91340122-91340365_-	coding	NM_006980	MTERF	MTERF	
37952	chr7:91664724-91664909_-	downstream	AL049325	KRIT1		NPC_MLS_
37953	chr7:91666649-91666826_-	coding	NM_004912	KRIT1	KRIT1	
37954	chr7:91667256-91667544_-	coding	NM_004912	KRIT1	KRIT1	
37956	chr7:91954268-91954499_-	coding	NM_000466	PEX1	PEX1	
37957	chr7:92035904-92035969_-	intron	NM_152789	FAM133B		NPC_
37959	chr7:92072152-92072280_-	coding	NM_001145306	CDK6	CDK6	
37960	chr7:92072319-92072369_-	coding	NM_001145306	CDK6	CDK6	HN_
37961	chr7:92100195-92100367_-	intron	NM_001145306	CDK6		NPC_
37962	chr7:92119011-92119251_-	intron	NM_001145306	CDK6		
37963	chr7:92237584-92237746_-	intron	NM_001145306	CDK6		
37965	chr7:92566744-92566905_-	coding	NM_017654	SAMD9	SAMD9	HN_
37966	chr7:92597302-92597486_-	coding	NM_152703	SAMD9L	SAMD9L	NPC_
37967	chr7:92598148-92598307_-	coding	NM_152703	SAMD9L	SAMD9L	NPC_
37969	chr7:93353652-93353874_-	coding	NM_006528	TFPI2	TFPI2	MLS_
37971	chr7:93460489-93460597_-	coding	NM_005868	BET1	BET1	
37972	chr7:93461461-93461563_-	coding	NM_005868	BET1	BET1	GIST_
37973	chr7:93745944-93746182_-	Rinn				
37975	chr7:93764838-93765074_-	novel_intergenic				
37976	chr7:93791617-93791772_-	novel_intergenic				
37986	chr7:94052472-94052675_-	coding	NM_003919	SGCE	SGCE	
37990	chr7:94827117-94827177_-	coding	NM_000940	PON3	PON3	MLS_
37991	chr7:94827199-94827409_-	coding	NM_000940	PON3	PON3	MLS_
37993	chr7:94872109-94872712_-	coding	NM_000305	PON2	PON2	LungAdeno_
37994	chr7:95050745-95051080_-	coding	NM_002612	PDK4	PDK4	MLS_
37997	chr7:95587687-95587846_-	coding	NM_014251	SLC25A13	SLC25A13	
37999	chr7:96133857-96134109_-	novel_intergenic				NPC_
38000	chr7:96473104-96473292_-	intron	NR_015448	DLX6AS		
38001	chr7:96487622-96487817_-	coding	NM_005221	DLX5	DLX5	HN_GIST_
38006	chr7:97319397-97319543_-	coding	NM_001178077	ASNS	ASNS	
38008	chr7:97322343-97322422_-	ref_known_Gencode_nc	NM_001178077	ASNS		NPC_
38009	chr7:97438781-97438823_-	intron	NR_002822	MGC72080		NPC_
38010	chr7:97682583-97683173_-	ref_known_Gencode_nc	AL117495	TECPR1	TECPR1	
38011	chr7:97684104-97684251_-	coding	NM_015395	TECPR1	TECPR1	
38013	chr7:97758888-97759508_-	coding	NM_018842	BAIAP2L1	BAIAP2L1	
38014	chr7:97760441-97760816_-	coding	NM_018842	BAIAP2L1	BAIAP2L1	HN_GIST_
38015	chr7:97772431-97772546_-	intron	NM_018842	BAIAP2L1		NPC_
38017	chr7:98282048-98282349_-	coding	NM_152913	TMEM130	TMEM130	ESS_
38018	chr7:98285709-98285763_-	intron	NM_152913	TMEM130		ESS_
38019	chr7:98317312-98317422_-	intron				Bladder_NPC_
38023	chr7:98463290-98463523_-	coding	NM_020429	SMURF1	SMURF1	
38024	chr7:98465868-98466117_-	coding	NM_020429	SMURF1	SMURF1	
38025	chr7:98534777-98534960_-	all_mrna	AK129811			NPC_
38027	chr7:98558320-98558480_-	intron	NM_020429	SMURF1		HN_NPC_
38029	chr7:98827661-98827973_-	ref_known_Gencode_nc	BC001578	PDAP1		
38030	chr7:98829991-98830324_-	coding	BC001578	PDAP1	PDAP1	HN_
38031	chr7:98831635-98831733_-	coding	NM_014891	PDAP1	PDAP1	HN_NPC_
38032	chr7:98854661-98855219_-	coding	NM_015545	PTCD1	PTCD1	
38034	chr7:98893795-98894141_-	coding	NM_004889	ATP5J2	ATP5J2	
38035	chr7:98901647-98901714_-	coding	NM_004889	ATP5J2	ATP5J2	
38038	chr7:98981825-98981917_-	coding	NM_145111	FAM200A	FAM200A	
38039	chr7:98993297-98993569_-	intron	uc003urb.1	FAM200A		NPC_
38041	chr7:99083747-99083894_-	coding	NM_000777	CYP3A5	CYP3A5	Bladder_
38043	chr7:99326453-99326733_-	coding	NM_033091	TRIM4	TRIM4	Bladder_
38044	chr7:99329533-99329678_-	intron	NM_033091	TRIM4		
38046	chr7:99402282-99402407_-	coding	NM_001185	AZGP1	AZGP1	Breast_Prostate_
38047	chr7:99402430-99402576_-	coding	NM_001185	AZGP1	AZGP1	Breast_Prostate_
38048	chr7:99402629-99402685_-	coding	NM_001185	AZGP1	AZGP1	Breast_Prostate_
38052	chr7:99505530-99505701_-	coding	NM_032924	ZNF3	ZNF3	HN_
38053	chr7:99505724-99506253_-	coding	NM_032924	ZNF3	ZNF3	
38057	chr7:99528287-99528669_-	coding	NM_182776	MCM7	MCM7	GIST_
38058	chr7:99529633-99529877_-	coding	NM_182776	MCM7	MCM7	
38059	chr7:99531320-99531638_-	coding	NM_182776	MCM7	MCM7	
38060	chr7:99542468-99543162_-	coding	NM_139122	TAF6	TAF6	
38063	chr7:99589978-99590391_-	coding	NM_018275	C7orf43	C7orf43	
38064	chr7:99594800-99594995_-	coding	NM_024637	GAL3ST4	GAL3ST4	GIST_
38065	chr7:99595286-99595577_-	coding	NM_024637	GAL3ST4	GAL3ST4	
38066	chr7:99605162-99605423_-	coding	NM_152742	GPC2	GPC2	MLS_
38067	chr7:99636212-99636498_-	coding	NR_028040	GATS	GATS	MLS_
38068	chr7:99644509-99644762_-	coding	NR_028038	GATS	GATS	
38069	chr7:99647574-99647815_-	Gencode_lnc	AK124689	GATS	GATS	EWS_
38070	chr7:99648616-99648758_-	coding	NR_028039	GATS	GATS	
38072	chr7:99836379-99836700_-	coding	NM_017984	ZCWPW1	ZCWPW1	
38075	chr7:99870816-99871368_-	coding	NM_145030	C7orf47	C7orf47	HN_EWS_
38076	chr7:99892174-99892425_-	coding	NM_001004323	C7orf61	C7orf61	
38077	chr7:99902064-99902719_-	coding	NM_030935	TSC22D4	TSC22D4	GIST_
38078	chr7:99909424-99909585_-	coding	uc003uvc.2	TSC22D4	TSC22D4	GIST_
38080	chr7:100007919-100007970_-	coding	NM_001168682	SAP25	SAP25	HN_
38081	chr7:100009571-100010167_-	coding	NM_002319	LRCH4	LRCH4	NPC_
38082	chr7:100010194-100010858_-	coding	NM_002319	LRCH4	LRCH4	HN_GIST_
38088	chr7:100055978-100056210_-	coding	NM_003227	TFR2	TFR2	
38090	chr7:100115063-100115296_-	coding	NM_022574	GIGYF1	GIGYF1	HN_EWS_
38091	chr7:100115375-100115705_-	coding	NM_022574	GIGYF1	GIGYF1	
38093	chr7:100127069-100127317_-	intron				
38094	chr7:100128862-100129100_-	intron				
38096	chr7:100238124-100239133_-	coding	NM_004444	EPHB4	EPHB4	GIST_
38097	chr7:100272912-100273116_-	Rinn	BC006217	VGF		
38099	chr7:100308692-100309048_-	all_mrna	AK093437			Bladder_NPC_
38101	chr7:100322237-100322489_-	intron	BC006217	VGF		
38104	chr7:100323765-100324198_-	all_mrna	AK292467			
38105	chr7:100324258-100324563_-	coding	NM_001015072	UFSP1	UFSP1	EWS_
38106	chr7:100325551-100325875_-	coding	NM_015831	ACHE	ACHE	NPC_ESS_
38107	chr7:100326209-100326494_-	coding	NM_015831	ACHE	ACHE	NPC_ESS_
38108	chr7:100393596-100393823_-	Gencode_lnc	uc003uxm.1			Prostate_
38111	chr7:100445198-100445246_-	Gencode_lnc	BC006217	VGF		Bladder_
38116	chr7:100590776-100591005_-	all_mrna	BC127718			
38118	chr7:100592458-100592840_-	coding	NM_003378	VGF	VGF	ESS_
38119	chr7:100600495-100600720_-	coding	NM_198571	C7orf52	C7orf52	ESS_
38120	chr7:100625835-100626062_-	coding	NM_178176	MOGAT3	MOGAT3	Colon_
38121	chr7:100635977-100636414_-	coding	NM_001084	PLOD3	PLOD3	HN_NPC_
38124	chr7:100662092-100662515_-	coding	NM_014343	CLDN15	CLDN15	HN_
38125	chr7:100663905-100664041_-	coding	uc003uyi.2	CLDN15	CLDN15	MLS_
38126	chr7:100669474-100669883_-	coding	NM_016068	FIS1	FIS1	
38129	chr7:100744712-100745164_-	coding	NM_022777	RABL5	RABL5	
38137	chr7:101883724-101883787_-	coding	NM_017621	ALKBH4	ALKBH4	
38138	chr7:101883979-101884299_-	coding	NM_017621	ALKBH4	ALKBH4	
38139	chr7:101900357-101900814_-	coding	NM_006234	POLR2J	POLR2J	
38140	chr7:101900838-101901203_-	coding	NM_006234	POLR2J	POLR2J	HN_NPC_GIST_
38141	chr7:102338071-102338235_-	intron	NM_145032	FBXL13		
38143	chr7:102527438-102527720_-	coding	NM_001122838	NAPEPLD	NAPEPLD	
38144	chr7:102530277-102530415_-	coding	NM_001122838	NAPEPLD	NAPEPLD	
38145	chr7:102548501-102548539_-	all_mrna	AL832759			NPC_
38146	chr7:102554593-102554701_-	coding	uc003vbf.2	NAPEPLD	NAPEPLD	NPC_
38147	chr7:102739852-102740330_-	coding	NM_001129887	DNAJC2	DNAJC2	NPC_GIST_
38149	chr7:102899466-102899588_-	coding	NM_005045	RELN	RELN	
38150	chr7:103554023-103554199_-	coding	NM_002553	ORC5L	ORC5L	
38151	chr7:103606897-103607025_-	intron	NM_002553	ORC5L		
38153	chr7:104409428-104409750_-	Bartel	uc003vcj.1			
38154	chr7:104414667-104414780_-	ref_known_Gencode_nc				
38156	chr7:104415298-104415400_-	ref_known_Gencode_nc	AK126130			
38157	chr7:104428513-104428723_-	all_mrna	AK126439			NPC_
38158	chr7:104434760-104434880_-	novel_intergenic				
38159	chr7:104440737-104441281_-	Rinn	NR_024586	LOC100216545	LOC100216545	
38161	chr7:104541290-104541828_-	all_mrna	uc003vcq.1			
38162	chr7:104543412-104543563_-	intron	uc003vcs.1	SRPK2		
38163	chr7:104544058-104544103_-	coding	NM_182692	SRPK2	SRPK2	HN_
38164	chr7:104574176-104574318_-	coding	NM_182692	SRPK2	SRPK2	
38165	chr7:104586504-104586637_-	intron	NM_182692	SRPK2		
38166	chr7:104768191-104768232_-	intron	NM_182692	SRPK2		NPC_
38167	chr7:104794854-104794931_-	intron	NM_182692	SRPK2		
38168	chr7:104815201-104815390_-	intron	NM_182692	SRPK2		
38169	chr7:104884182-104884487_-	coding	NM_019042	PUS7	PUS7	GIST_
38172	chr7:105032739-105033091_-	coding	NM_020725	ATXN7L1	ATXN7L1	NPC_
38173	chr7:105047332-105047374_-	intron	NM_020725	ATXN7L1		NPC_
38174	chr7:105066965-105067199_-	coding	NM_020725	ATXN7L1	ATXN7L1	NPC_
38175	chr7:105068917-105069159_-	intron	NM_020725	ATXN7L1		
38177	chr7:105087565-105087788_-	intron	NM_020725	ATXN7L1		
38178	chr7:105103621-105103798_-	intron	NM_020725	ATXN7L1		
38182	chr7:105518163-105518681_-	coding	NM_182715	SYPL1	SYPL1	Bladder_
38183	chr7:105519366-105519490_-	coding	NM_182715	SYPL1	SYPL1	
38184	chr7:105683918-105684061_-	intron	NM_005746	NAMPT		HN_
38185	chr7:106084432-106084654_-	coding	AK098422			
38186	chr7:106087000-106087233_-	coding	NM_175884	FLJ36031	FLJ36031	HN_
38187	chr7:106087429-106087833_-	coding	NM_175884	FLJ36031	FLJ36031	
38189	chr7:106628987-106629224_-	all_mrna	CU692563			
38190	chr7:106629311-106630392_-	coding	NM_181733	COG5	COG5	
38191	chr7:106630423-106630725_-	coding	NM_181733	COG5	COG5	
38192	chr7:106631003-106631199_-	coding	NM_181733	COG5	COG5	
38193	chr7:106724367-106724486_-	intron	NM_181733	COG5		
38195	chr7:106935266-106935405_-	intron	NM_181733	COG5		NPC_
38198	chr7:107351387-107351749_-	coding	NM_002291	LAMB1	LAMB1	
38199	chr7:107359854-107360003_-	coding	NM_002291	LAMB1	LAMB1	
38200	chr7:107363043-107363311_-	coding	NM_002291	LAMB1	LAMB1	
38201	chr7:107369631-107369670_-	intron	NM_002291	LAMB1		MLS_
38203	chr7:107575304-107575623_-	coding	NM_005010	NRCAM	NRCAM	
38204	chr7:107721900-107722145_-	all_mrna	AB073666			ESS_
38206	chr7:107899291-107899401_-	coding	NM_015723	PNPLA8	PNPLA8	
38207	chr7:107899572-107899624_-	coding	NM_015723	PNPLA8	PNPLA8	
38208	chr7:107899736-107899888_-	coding	NM_015723	PNPLA8	PNPLA8	
38209	chr7:107989894-107990085_-	coding	NM_001130475	THAP5	THAP5	
38214	chr7:109712356-109712454_-	novel_intergenic				
38215	chr7:110090335-110090651_-	coding	NM_032549	IMMP2L	IMMP2L	
38217	chr7:110630870-110631038_-	intron	NM_032549	IMMP2L		
38218	chr7:110641938-110642037_-	intron	NM_032549	IMMP2L		
38219	chr7:110695977-110696010_-	intron	NM_032549	IMMP2L		
38221	chr7:110989232-110989481_-	coding	NM_032549	IMMP2L	IMMP2L	
38222	chr7:111153398-111153589_-	coding	NM_014705	DOCK4	DOCK4	GIST_
38226	chr7:111541168-111541311_-	intron	NM_014705	DOCK4		GIST_
38227	chr7:111575106-111575413_-	all_mrna	AK055497	DOCK4	DOCK4	GIST_
38228	chr7:111598717-111598912_-	intron	NM_014705	DOCK4		NPC_
38229	chr7:111611820-111612059_-	intron	NM_014705	DOCK4		GIST_
38230	chr7:111617153-111617284_-	intron	NM_014705	DOCK4		NPC_GIST_
38232	chr7:112192934-112193202_-	coding	NM_022484	TMEM168	TMEM168	NPC_
38233	chr7:112201664-112201851_-	intron	NM_022484	TMEM168		NPC_
38234	chr7:112246438-112246621_-	coding	NM_152556	C7orf60	C7orf60	
38235	chr7:112513725-112513974_-	coding	NM_001146267	GPR85	GPR85	
38240	chr7:115362441-115362564_-	coding	NM_012252	TFEC	TFEC	
38247	chr7:115987870-115988473_-	all_mrna	AF074993			EWS_
38250	chr7:116379872-116379998_-	Gencode_lnc	NR_002330	ST7OT1	ST7OT1	
38253	chr7:116704786-116704989_-	coding	NR_024047	WNT2	WNT2	ESS_
38255	chr7:117137938-117138278_-	coding	NM_033427	CTTNBP2	CTTNBP2	
38256	chr7:117190951-117190984_-	intron	NM_033427	CTTNBP2		ESS_
38259	chr7:120214611-120214772_-	coding	NM_012338	TSPAN12	TSPAN12	
38260	chr7:121500837-121500894_-	coding	NM_005763	AASS	AASS	MLS_
38261	chr7:121503496-121503873_-	coding	NM_005763	AASS	AASS	
38262	chr7:121728593-121728717_-	coding	NM_001160264	FEZF1	FEZF1	EWS_
38263	chr7:121746584-121747057_-	coding	NM_017954	CADPS2	CADPS2	
38264	chr7:121747279-121747484_-	coding	NM_017954	CADPS2	CADPS2	
38266	chr7:121795021-121795110_-	intron	NM_017954	CADPS2		
38268	chr7:121908539-121908727_-	intron	NM_017954	CADPS2		
38270	chr7:121935898-121935994_-	intron	NM_017954	CADPS2		
38271	chr7:122145409-122145515_-	intron	NM_017954	CADPS2		
38272	chr7:122309913-122310098_-	intron	NM_017954	CADPS2		
38273	chr7:123109225-123109712_-	coding	NM_003941	WASL	WASL	Bladder_
38277	chr7:124250544-124250613_-	coding	NM_001042594	POT1	POT1	
38278	chr7:124250637-124251003_-	coding	NM_001042594	POT1	POT1	
38281	chr7:126770145-126770334_-	novel_intergenic				NPC_
38282	chr7:126774006-126774420_-	ref_known_Gencode_nc	CR611240			
38283	chr7:126797330-126797489_-	intron	CR611240			
38284	chr7:126797634-126797809_-	coding	NM_176814	ZNF800	ZNF800	Bladder_
38286	chr7:127007917-127008094_-	coding	NM_024523	GCC1	GCC1	HN_NPC_
38288	chr7:127435760-127435986_-	intron				
38290	chr7:127731408-127731717_-	Bartel	uc003vmn.1			NPC_
38291	chr7:127737660-127738103_-	coding	NM_018077	RBM28	RBM28	
38292	chr7:127777614-127778079_-	coding	NM_001114726	PRRT4	PRRT4	EWS_
38293	chr7:127819598-127819689_-	coding	NM_001102605	IMPDH1	IMPDH1	
38294	chr7:127819724-127819755_-	coding	NM_001102605	IMPDH1	IMPDH1	HN_NPC_
38302	chr7:128296025-128296366_-	intron	uc003vob.1	KCP		
38303	chr7:128296451-128296549_-	intron	uc003vob.1	KCP		
38304	chr7:128304153-128304446_-	coding	NM_001135914	KCP	KCP	
38305	chr7:128317334-128317374_-	coding	NM_199349	KCP	KCP	
38307	chr7:128381469-128381798_-	coding	AK022910	TNPO3	TNPO3	Bladder_
38308	chr7:128382384-128382602_-	coding	NM_012470	TNPO3	TNPO3	
38310	chr7:128425415-128425464_-	intron	NM_012470	TNPO3		NPC_
38314	chr7:129038264-129038569_-	Rinn	AK123679			EWS_
38315	chr7:129257807-129258386_-	coding	uc003vpe.2			
38316	chr7:129259786-129260055_-	coding	AL832212	UBE2H	UBE2H	
38317	chr7:129261488-129261588_-	coding	NM_182697	UBE2H	UBE2H	
38318	chr7:129275919-129276057_-	intron	NM_182697	UBE2H		
38320	chr7:129311748-129311797_-	intron	NM_182697	UBE2H		
38321	chr7:129445361-129445780_-	coding	NM_016478	ZC3HC1	ZC3HC1	
38323	chr7:129585155-129585283_-	novel_intergenic				
38324	chr7:129591778-129591952_-	coding	NM_032842	TMEM209	TMEM209	Bladder_
38325	chr7:129823604-129823732_-	coding	NM_018718	TSGA14	TSGA14	
38326	chr7:129824600-129824784_-	coding	NM_018718	TSGA14	TSGA14	NPC_
