nct	om_title	group_title	evaluable_n	era	family	trial_conditions	n_trial_conditions	n_disease_keys	n_disease_keys_lenient	disease_status	disease_specificity	attributed_key	disease_value	disease_basis	trial_phases	phase_status	phase_value	phase_group_hint	registry_arm_label	registry_arm_type	arm_match_quality	n_arms_registered	registry_has_control_arm	control_status	control_basis	control_flag	producer_control_arm_candidate	group_description	registry_arm_description
NCT03573947	Estimate the Overall Response Rate With the Study Combination.	nivolumab, ipilimumab and paclitaxel	46	2018_2021	bor	Non-small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-small Cell Lung Cancer	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		nivolumab, ipilimumab and paclitaxel	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'nivolumab, ipilimumab and paclitaxel' type=EXPERIMENTAL (EXACT match)		False	patients will be treated with nivolumab and ipilimumab in combination with weekly paclitaxel days 1 and 8 every 21 days until they experience unacceptable drug-related toxicity, disease progression or 24 months.  The dosing regimen will be: nivolumab 360 mg every 3 weeks, ipilimumab 1 mg/kg every 6 weeks, and paclitaxel 80 mg/m2 on days 1 and 8 of 1 21 day treatment cycle. Paclitaxel would be stop	patients will be treated with nivolumab and ipilimumab in combination with weekly paclitaxel days 1 and 8 every 21 days until they experience unacceptable drug-related toxicity, disease progression or 24 months.  The dosing regimen will be: nivolumab 360 mg every 3 weeks, ipilimumab 1 mg/kg every 6 weeks, and paclitaxel 80 mg/m2 on days 1 and 8 of 1 21 day treatment cycle. Paclitaxel would be stop
NCT03609359	Objective Response Rate (ORR)	Lenvatinib + Pembrolizumab	29	2018_2021	bor	Advanced Gastric Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	gastric	Advanced Gastric Cancer	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Lenvatinib + Pembrolizumab	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'Lenvatinib + Pembrolizumab' type=EXPERIMENTAL (EXACT match)		False	Lenvatinib and Pembrolizumab will be administrated simultaneously for advanced gastric cancer patients.  Lenvatinib: Lenvatinib will be administered with water orally once a day (with or without food) in 21-day cycles at approximately the same time each day. On Day 1 of each cycle, in case concomitantly administered, it will be administered approximately within 1 hour after completion of pembroliz	Lenvatinib and Pembrolizumab will be administrated simultaneously for advanced gastric cancer patients.
NCT03671564	Number of Participants With Best Response Following Administration of Milademetan in Participants With Relapsed or Refractory Acute Myeloid Leukemia	Milademetan (120 mg/Day)	1	2018_2021	bor	Acute Myeloid Leukemia	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	acute myeloid leukemia	Acute Myeloid Leukemia	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1		Milademetan (120 mg/Day)	EXPERIMENTAL	EXACT	3	False	NOT_CONTROL	registry arm 'Milademetan (120 mg/Day)' type=EXPERIMENTAL (EXACT match)		False	Participants who received milademetan 120 mg daily (QD) Day 1 - 14 followed by 14-day rest in a 28-day cycle.	Participants who received milademetan 120 mg daily (QD) Day 1 - 14 followed by 14-day rest in a 28-day cycle.
NCT03671564	Number of Participants With Best Response Following Administration of Milademetan in Participants With Relapsed or Refractory Acute Myeloid Leukemia	Milademetan (90 mg/Day)	2	2018_2021	bor	Acute Myeloid Leukemia	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	acute myeloid leukemia	Acute Myeloid Leukemia	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1		Milademetan (90 mg/Day)	EXPERIMENTAL	EXACT	3	False	NOT_CONTROL	registry arm 'Milademetan (90 mg/Day)' type=EXPERIMENTAL (EXACT match)		False	Participants who received milademetan 90 mg daily (QD) Day 1 - 14 followed by 14-day rest in a 28-day cycle.	Participants who received milademetan 90 mg daily (QD) Day 1 - 14 followed by 14-day rest in a 28-day cycle.
NCT03679754	Tumor Objective Response Rate (ORR)	Ad-RTS-hIL-12 + Veledimex	35	2018_2021	bor	Glioblastoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	glioblastoma	Glioblastoma	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1		Ad-RTS-hIL-12 + veledimex	EXPERIMENTAL	NORMALIZED	1	False	NOT_CONTROL	registry arm 'Ad-RTS-hIL-12 + veledimex' type=EXPERIMENTAL (NORMALIZED match)		False	Intratumoral Ad-RTS-hIL-12 and oral veledimex  Ad-RTS-hIL-12:  \- intratumoral injection of Ad-RTS-hIL-12  veledimex: - 20mg/day  \- 15 oral daily doses of veledimex	Intratumoral Ad-RTS-hIL-12 and oral veledimex
NCT03711188	Best Overall Response (BOR) Using RECIST 1.1	Cohort A	11	2018_2021	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients in cohort A were treatment-naive and were required to have had a tumour sample (archived tissue in the last 3 months or newly obtained biopsy) that was adequate for PD-L1 assessment prior to enrolment.  These 11 patients received IMM-101 in addition to Nivolumab.	
NCT03711188	Best Overall Response (BOR) Using RECIST 1.1	Cohort B	5	2018_2021	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients in cohort B were either currently on (or had previously received) treatment with an anti-PD-1 therapy (monotherapy or in combination) for advanced melanoma and had progressive disease by RECIST 1.1 after at least 3 doses of anti-PD-1 given as monotherapy or at least 2 doses of anti-PD-1 given in combination regimes and had not received any therapy since for advanced melanoma.	
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 100 mg BID + Avelumab 800 mg Q2W	4	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part A			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 100 milligrams (mg) of M3814 orally twice daily (BID) along with 800 mg of Avelumab once every 2 weeks (Q2W) from Day 1 until progressive disease (PD) or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 200 mg BID + Avelumab 800 mg Q2W	8	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part A			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 200 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 250 mg BID + Avelumab 800 mg Q2W	1	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part A			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 250 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 300 mg BID + Avelumab 800 mg Q2W	2	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part A			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 300 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 400 mg BID + Avelumab 800 mg Q2W	2	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part A			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 400 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 100 mg BID + Avelumab 800 mg Q2W + RT	3	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part B			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 100 mg of M3814 along with radiotherapy (RT) at 3 grays (Gy) once daily (QD) starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 150 mg BID +Avelumab 800 mg Q2W + RT	3	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part B			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 150 mg of M3814 along with RT at 3 Gy QD starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 200 mg BID + Avelumab 800 mg Q2W + RT	3	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part B			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 200 mg of M3814 along with RT at 3 Gy QD starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 250 mg BID + Avelumab 800 mg Q2W + RT	5	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Part B			NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received 250 mg of M3814 along with RT at 3 Gy QD starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.	
NCT03724890	Part FE: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part Food Effect: M3814 100 mg BID + Avelumab 800 mg Q2W	3	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1				NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants were administered 100 mg M3814 tablet orally BID in combination with i.v of avelumab at a dose of 800 mg Q2W throughout the whole study under fasted condition with the exception of fed condition on Day 1 and Day 22. The summary statistics for demographics, safety and efficacy is based on dose level but not fast/fed condition which is not fit for purpose.	
NCT03724890	Part FE: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part Food Effect: M3814 200 mg BID + Avelumab 800 mg Q2W	3	2018_2021	bor	Oncology ; Solid Tumors	2	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1				NONE	3	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants were administered 200 mg M3814 tablet orally BID in combination with i.v of avelumab at a dose of 800 mg Q2W throughout the whole study under fasted condition with the exception of fed condition on Day 1 and Day 22. The summary statistics for demographics, safety and efficacy is based on dose level but not fast/fed condition which is not fit for purpose.	
NCT03750786	Overall Response Rate	Group A	231	2018_2021	bor	Colo-rectal Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	colo rectal	Colo-rectal Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3		Group A	EXPERIMENTAL	EXACT	2	True	NOT_CONTROL	registry arm 'Group A' type=EXPERIMENTAL (EXACT match)		False	ARFOX (Arfolitixorin and 5-FU and Oxaliplatin) and Bevacizumab  Arfolitixorin: Arfolitixorin and 5-FU and Oxaliplatin and Bevacizumab	ARFOX (Arfolitixorin and 5-FU and Oxaliplatin) and Bevacizumab
NCT03750786	Overall Response Rate	Group B	218	2018_2021	bor	Colo-rectal Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	colo rectal	Colo-rectal Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3		Group B	ACTIVE_COMPARATOR	EXACT	2	True	CONTROL_ACTIVE_COMPARATOR	registry arm 'Group B' type=ACTIVE_COMPARATOR (EXACT match)		False	mFOLFOX-6 (Leucovorin and 5-FU and Oxaliplatin) and Bevacizumab  Leucovorin: Leucovorin and 5-FU and Oxaliplatin and Bevacizumab	mFOLFOX-6 (Leucovorin and 5-FU and Oxaliplatin) and Bevacizumab
NCT03761914	Overall Response Rate (ORR) - Best Overall Response	Ovarian Cancer (OvC)	16	2018_2021	bor	Acute Myelogenous Leukemia ; Ovarian Cancer ; Colorectal Cancer ; Triple-negative Breast Cancer ; Small-cell Lung Cancer	5	5	5	MIXED	UNASSIGNABLE			5 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2		Ovarian Cancer (OvC)	EXPERIMENTAL	EXACT	5	False	NOT_CONTROL	registry arm 'Ovarian Cancer (OvC)' type=EXPERIMENTAL (EXACT match)		False	* Metastatic platinum-resistant or refractory OvC previously treated with ≥1 line of prior platinum-containing therapy * Galinpepimut-S + Montanide + GM-CSF + pembrolizumab	* N=20 (planned); * Metastatic platinum-resistant or refractory OvC previously treated with ≥1 line of prior platinum-containing therapy * Galinpepimut-S + Montanide + GM-CSF + pembrolizumab
NCT03829501	Best Overall Response (BOR) Per RECIST 1.1	Alomfilimab 0.8 mg	4	2018_2021	bor	Squamous Cell Carcinoma of Head and Neck ; Non-small Cell Lung Cancer ; Hepatocellular Carcinoma ; Esophageal Cancer ; Gastric Cancer ; Melanoma ; Renal Cell Carcinoma ; Pancreatic Cancer ; Cervical Cancer ; Triple Negative Breast Cancer ; Advanced Cancer ; Metastatic Cancer	12	12	12	MIXED	UNASSIGNABLE			12 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2				NONE	4	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received alomfilimab 0.8 mg as a single agent via IV infusion Q3W. The participants continued treatment with alomfilimab within this clinical study, as long as they continued to derive benefit from treatment, until the participant experienced unacceptable toxicity or confirmed PD per iRECIST.	
NCT03829501	Best Overall Response (BOR) Per RECIST 1.1	Alomfilimab 0.8 mg + Atezolizumab	4	2018_2021	bor	Squamous Cell Carcinoma of Head and Neck ; Non-small Cell Lung Cancer ; Hepatocellular Carcinoma ; Esophageal Cancer ; Gastric Cancer ; Melanoma ; Renal Cell Carcinoma ; Pancreatic Cancer ; Cervical Cancer ; Triple Negative Breast Cancer ; Advanced Cancer ; Metastatic Cancer	12	12	12	MIXED	UNASSIGNABLE			12 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2				NONE	4	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received alomfilimab 0.8 mg in combination with atezolizumab 1200 mg via IV infusion Q3W. The participants continued treatment with alomfilimab in combination with atezolizumab within this clinical study, as long as they continued to derive benefit from treatment, until the participant experienced unacceptable toxicity or confirmed PD per iRECIST.	
NCT03829501	Best Overall Response (BOR) Per RECIST 1.1	Alomfilimab 2.4 mg	3	2018_2021	bor	Squamous Cell Carcinoma of Head and Neck ; Non-small Cell Lung Cancer ; Hepatocellular Carcinoma ; Esophageal Cancer ; Gastric Cancer ; Melanoma ; Renal Cell Carcinoma ; Pancreatic Cancer ; Cervical Cancer ; Triple Negative Breast Cancer ; Advanced Cancer ; Metastatic Cancer	12	12	12	MIXED	UNASSIGNABLE			12 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2				NONE	4	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received alomfilimab 2.4 mg as a single agent via IV infusion Q3W. The participants continued treatment with alomfilimab within this clinical study, as long as they continued to derive benefit from treatment, until the participant experienced unacceptable toxicity or confirmed PD per iRECIST.	
NCT03829501	Best Overall Response (BOR) Per RECIST 1.1	Alomfilimab 2.4 mg + Atezolizumab	36	2018_2021	bor	Squamous Cell Carcinoma of Head and Neck ; Non-small Cell Lung Cancer ; Hepatocellular Carcinoma ; Esophageal Cancer ; Gastric Cancer ; Melanoma ; Renal Cell Carcinoma ; Pancreatic Cancer ; Cervical Cancer ; Triple Negative Breast Cancer ; Advanced Cancer ; Metastatic Cancer	12	12	12	MIXED	UNASSIGNABLE			12 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2				NONE	4	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received alomfilimab 2.4 mg in combination with atezolizumab 1200 mg via IV infusion Q3W. The participants continued treatment with alomfilimab in combination with atezolizumab within this clinical study, as long as they continued to derive benefit from treatment, until the participant experienced unacceptable toxicity or confirmed PD per iRECIST.	
